AccountIdentifier,month_x,month_y
customer586,2019-03,2019-03
customer587,2019-12,2020-02
customer588,2020-01,2020-01
customer589,2019-03,2019-03
customer59,2019-03,2020-02
customer590,2019-03,2019-03
customer591,2019-12,2020-02
customer592,2019-03,2019-05
customer593,2019-03,2019-04
customer594,2019-11,2019-11
customer595,2019-03,2019-07
customer596,2019-03,2019-06
customer597,2019-05,2019-05
customer598,2019-07,2019-10
customer599,2019-05,2019-06
customer6,2019-03,2019-03
customer60,2019-03,2020-02
customer600,2019-03,2020-01
customer601,2019-03,2019-03
customer602,2019-06,2020-02
customer603,2019-12,2020-02
customer604,2019-07,2019-07
customer605,2019-03,2019-03
customer606,2019-11,2020-01
customer607,2020-02,2020-02
customer608,2019-03,2019-05
customer609,2019-12,2020-02
customer61,2019-03,2020-02
customer610,2019-03,2019-05
customer611,2019-03,2019-09
customer612,2019-04,2019-12
customer613,2019-11,2020-02
customer614,2019-03,2019-10
customer615,2019-03,2020-01
customer616,2019-04,2019-05
customer617,2019-09,2020-02
customer618,2019-04,2019-04
customer619,2019-05,2020-02
customer62,2019-03,2020-01
customer620,2019-07,2019-10
customer621,2019-10,2020-02
customer622,2019-10,2020-02
customer623,2019-03,2019-07
customer624,2019-11,2019-12
customer625,2019-09,2019-09
customer626,2020-01,2020-02
customer627,2019-03,2019-06
customer628,2019-07,2020-02
customer629,2019-03,2019-07
customer63,2019-05,2020-02
customer630,2019-03,2019-03
customer631,2019-03,2019-04
customer632,2019-09,2019-10
customer633,2019-03,2019-08
customer634,2019-03,2019-06
customer635,2019-10,2019-11
customer636,2019-03,2020-02
customer637,2019-12,2020-01
customer638,2019-05,2020-02
customer639,2019-04,2019-10
customer64,2019-03,2020-02
customer640,2019-09,2019-12
customer641,2019-05,2019-06
customer642,2019-04,2019-12
customer643,2019-03,2019-06
customer644,2019-09,2019-10
customer645,2019-03,2019-03
customer646,2019-03,2020-01
customer647,2019-03,2019-04
customer648,2019-07,2019-07
customer649,2019-05,2019-12
customer65,2019-03,2020-02
customer650,2019-06,2020-02
customer651,2019-12,2020-02
customer652,2019-03,2019-06
customer653,2019-12,2020-02
customer655,2020-02,2020-02
customer656,2019-03,2019-04
customer657,2019-03,2020-01
customer658,2020-02,2020-02
customer659,2019-08,2019-09
customer66,2019-03,2019-04
customer660,2019-10,2019-10
customer661,2019-03,2019-08
customer662,2019-08,2020-02
customer663,2019-12,2019-12
customer664,2019-09,2019-12
customer665,2019-03,2019-07
customer666,2020-01,2020-01
customer667,2019-12,2020-01
customer668,2019-10,2019-11
customer669,2019-03,2020-02
customer67,2019-07,2019-07
customer670,2019-08,2019-09
customer671,2019-03,2019-10
customer672,2019-04,2019-12
customer673,2019-08,2020-02
customer674,2019-06,2020-01
customer675,2019-06,2019-12
customer676,2020-01,2020-01
customer677,2020-01,2020-01
customer678,2019-03,2019-08
customer679,2020-01,2020-02
customer68,2019-03,2020-02
customer680,2020-01,2020-02
customer681,2020-02,2020-02
customer682,2019-03,2019-08
customer683,2019-03,2019-04
customer684,2020-01,2020-01
customer685,2019-03,2019-07
customer686,2019-11,2020-02
customer687,2019-04,2019-10
customer688,2019-05,2019-09
customer689,2019-04,2019-07
customer69,2019-03,2020-02
customer690,2019-04,2019-12
customer691,2020-02,2020-02
customer692,2019-03,2019-03
customer693,2019-03,2019-05
customer694,2019-03,2019-12
customer695,2019-08,2019-08
customer696,2019-03,2019-06
customer697,2019-10,2020-02
customer698,2019-12,2019-12
customer699,2019-03,2019-04
customer7,2019-04,2020-02
customer70,2019-05,2020-02
customer700,2019-08,2020-02
customer701,2019-04,2019-04
customer702,2019-09,2019-09
customer703,2019-03,2019-11
customer704,2019-09,2019-09
customer705,2019-05,2019-05
customer706,2019-03,2019-12
customer707,2019-03,2019-11
customer708,2019-04,2020-02
customer709,2019-04,2019-04
customer71,2019-03,2020-02
customer710,2019-03,2019-04
customer711,2019-03,2019-03
customer712,2019-07,2019-07
customer713,2020-02,2020-02
customer714,2019-04,2019-09
customer715,2019-03,2019-03
customer716,2019-05,2019-05
customer717,2019-10,2020-02
customer718,2019-09,2019-12
customer719,2019-03,2019-12
customer72,2019-03,2020-02
customer720,2019-06,2019-06
customer721,2019-03,2019-04
customer722,2019-04,2019-05
customer723,2019-04,2019-04
customer724,2019-05,2019-05
customer725,2020-01,2020-01
customer726,2019-06,2019-06
customer727,2019-03,2019-04
customer728,2019-03,2019-04
customer729,2019-08,2019-08
customer73,2019-12,2020-02
customer730,2019-04,2019-12
customer731,2019-06,2019-06
customer732,2019-04,2019-05
customer733,2019-03,2019-08
customer734,2019-03,2019-05
customer735,2019-05,2019-06
customer736,2019-03,2019-09
customer737,2019-03,2019-07
customer738,2019-11,2019-12
customer739,2019-03,2020-01
customer74,2019-03,2019-12
customer740,2019-06,2019-06
customer741,2019-12,2019-12
customer742,2019-04,2019-06
customer743,2019-04,2019-07
customer744,2020-02,2020-02
customer745,2019-12,2019-12
customer746,2020-02,2020-02
customer747,2019-04,2019-05
customer748,2019-03,2019-09
customer749,2019-05,2019-05
customer75,2019-06,2020-02
customer750,2019-04,2019-11
customer751,2019-08,2020-02
customer752,2019-11,2019-11
customer753,2019-07,2019-07
customer754,2019-03,2019-08
customer755,2019-12,2019-12
customer756,2019-11,2020-02
customer757,2019-03,2019-08
customer758,2019-03,2019-04
customer759,2019-03,2019-10
customer76,2019-03,2019-07
customer760,2019-03,2019-03
customer761,2019-03,2019-06
customer762,2019-09,2019-10
customer763,2019-04,2019-08
customer764,2019-03,2019-12
customer765,2020-01,2020-01
customer766,2019-11,2020-02
customer767,2019-10,2020-02
customer768,2019-12,2019-12
customer769,2019-06,2019-06
customer77,2019-06,2019-07
customer770,2019-10,2019-10
customer771,2019-11,2019-12
customer772,2019-05,2019-12
customer773,2019-05,2020-02
customer774,2019-03,2019-03
customer775,2019-03,2019-07
customer776,2019-03,2019-07
customer777,2019-05,2019-09
customer778,2019-04,2020-02
customer779,2019-12,2019-12
customer78,2019-04,2019-07
customer780,2019-03,2020-02
customer781,2019-03,2019-03
customer782,2019-04,2019-06
customer783,2019-03,2019-06
customer784,2019-11,2019-11
customer785,2019-11,2019-12
customer786,2019-03,2019-03
customer787,2019-03,2019-04
customer788,2019-08,2019-08
customer789,2019-04,2019-07
customer79,2019-08,2020-02
customer790,2019-03,2019-03
customer791,2019-05,2019-05
customer792,2019-08,2019-09
customer793,2020-01,2020-01
customer794,2019-03,2019-03
customer795,2019-04,2019-04
customer796,2019-09,2019-10
customer797,2019-06,2019-06
customer798,2019-10,2020-02
customer799,2019-10,2020-02
customer8,2019-06,2019-11
customer80,2019-03,2020-02
customer800,2019-03,2019-05
customer801,2019-08,2019-08
customer802,2020-01,2020-02
customer803,2019-06,2019-06
customer804,2020-01,2020-01
customer805,2019-03,2019-03
customer806,2019-12,2020-01
customer807,2019-03,2020-01
customer808,2019-08,2019-08
customer809,2020-02,2020-02
customer81,2019-03,2020-02
customer810,2019-12,2020-02
customer811,2020-02,2020-02
customer812,2019-03,2020-01
customer813,2019-03,2020-02
customer814,2019-05,2020-02
customer815,2019-03,2019-04
customer816,2019-10,2020-01
customer817,2019-07,2019-07
customer818,2019-10,2019-10
customer819,2019-04,2019-10
customer82,2019-03,2020-02
customer820,2019-06,2019-06
customer821,2019-04,2019-12
customer822,2019-10,2020-02
customer823,2019-09,2019-09
customer824,2019-07,2020-02
customer825,2019-03,2019-06
customer826,2019-06,2019-06
customer827,2019-09,2019-09
customer828,2019-10,2019-10
customer829,2020-01,2020-02
customer83,2019-03,2020-02
customer830,2019-03,2019-11
customer831,2019-04,2019-09
customer832,2019-07,2019-07
customer833,2019-04,2019-07
customer834,2019-05,2019-06
customer835,2019-10,2020-01
customer836,2020-01,2020-02
customer837,2019-09,2019-11
customer838,2019-03,2019-07
customer839,2019-03,2019-03
customer84,2019-03,2019-11
customer840,2019-04,2019-04
customer841,2019-03,2019-05
customer842,2019-03,2020-02
customer843,2020-02,2020-02
customer844,2019-11,2019-11
customer845,2019-03,2019-08
customer846,2020-02,2020-02
customer847,2019-05,2019-09
customer848,2020-02,2020-02
customer849,2019-11,2020-02
customer85,2019-12,2020-02
customer850,2019-11,2019-11
customer851,2019-10,2019-10
customer852,2019-05,2019-05
customer853,2020-01,2020-02
customer854,2019-10,2019-10
customer855,2019-03,2020-01
customer856,2019-05,2019-09
customer857,2019-03,2019-03
customer858,2020-02,2020-02
customer859,2019-07,2019-08
customer86,2019-05,2020-02
customer860,2019-06,2019-10
customer861,2019-06,2019-06
customer862,2019-03,2019-03
customer863,2019-03,2019-10
customer864,2019-03,2019-10
customer865,2019-07,2019-07
customer866,2019-09,2019-09
customer867,2019-10,2020-02
customer868,2019-03,2019-05
customer869,2019-04,2019-06
customer87,2019-03,2020-02
customer870,2019-04,2019-05
customer871,2019-12,2019-12
customer872,2020-02,2020-02
customer873,2020-01,2020-01
customer874,2019-05,2019-05
customer875,2019-05,2019-09
customer876,2019-10,2019-11
customer877,2020-01,2020-01
customer878,2019-06,2019-07
customer879,2019-05,2019-05
customer88,2019-03,2020-02
customer880,2019-06,2020-02
customer881,2019-07,2019-07
customer882,2019-04,2019-04
customer883,2019-06,2019-12
customer884,2019-04,2019-04
customer885,2019-08,2019-08
customer886,2019-04,2019-05
customer887,2020-02,2020-02
customer888,2019-03,2019-04
customer889,2019-06,2019-10
customer89,2019-03,2020-02
customer890,2019-06,2019-06
customer891,2019-12,2020-01
customer892,2019-04,2019-06
customer893,2019-03,2019-03
customer894,2019-03,2019-05
customer895,2019-11,2019-12
customer896,2019-12,2019-12
customer897,2019-05,2019-08
customer898,2019-03,2019-04
customer899,2019-03,2019-10
customer9,2019-05,2020-02
customer90,2019-05,2019-05
customer900,2019-03,2019-05
customer901,2019-04,2019-07
customer902,2020-01,2020-01
customer903,2019-05,2019-07
customer904,2019-03,2019-03
customer905,2019-03,2020-02
customer906,2019-03,2019-08
customer907,2019-03,2019-04
customer908,2019-03,2019-04
customer909,2019-04,2019-04
customer91,2019-03,2019-12
customer910,2019-11,2020-02
customer911,2019-03,2019-06
customer912,2019-03,2019-03
customer913,2019-03,2020-02
customer914,2019-03,2019-10
customer915,2019-05,2019-12
customer916,2020-01,2020-02
customer917,2019-05,2020-02
customer918,2019-11,2019-11
customer919,2019-12,2019-12
customer92,2019-11,2019-11
customer920,2019-09,2019-10
customer921,2019-03,2019-10
customer922,2019-08,2020-02
customer923,2019-03,2019-04
customer924,2019-08,2019-09
customer925,2019-10,2019-12
customer926,2019-03,2019-03
customer927,2019-12,2020-02
customer928,2019-03,2019-03
customer929,2019-10,2020-01
customer93,2019-03,2020-02
customer930,2019-03,2020-02
customer931,2019-06,2019-06
customer932,2019-12,2019-12
customer933,2019-03,2020-02
customer934,2019-03,2019-03
customer935,2019-11,2020-02
customer936,2019-03,2019-03
customer937,2019-12,2020-01
customer938,2019-11,2020-01
customer939,2019-12,2019-12
customer94,2019-03,2020-02
customer940,2019-04,2019-05
customer941,2019-09,2020-02
customer942,2019-04,2019-10
customer943,2019-03,2019-10
customer944,2020-02,2020-02
customer945,2019-04,2020-02
customer946,2019-03,2019-07
customer947,2019-12,2020-02
customer948,2019-04,2019-07
customer949,2019-06,2019-08
customer95,2020-02,2020-02
customer950,2020-01,2020-01
customer951,2019-08,2019-08
customer952,2019-06,2019-06
customer953,2019-05,2019-06
customer954,2019-06,2019-06
customer955,2020-01,2020-01
customer956,2019-09,2019-09
customer957,2019-03,2019-03
customer958,2019-08,2020-01
customer959,2019-11,2020-02
customer96,2019-03,2020-02
customer960,2019-12,2020-01
customer961,2019-06,2019-06
customer962,2019-03,2019-04
customer963,2020-01,2020-02
customer964,2019-04,2019-04
customer965,2019-09,2019-09
customer966,2019-06,2020-02
customer967,2019-03,2019-03
customer968,2019-05,2019-05
customer969,2019-07,2019-12
customer97,2019-05,2020-02
customer970,2019-05,2019-07
customer971,2020-02,2020-02
customer972,2019-04,2019-10
customer973,2019-04,2019-10
customer974,2019-12,2020-02
customer975,2019-11,2019-11
customer976,2019-05,2019-05
customer977,2019-07,2020-01
customer978,2019-03,2019-03
customer979,2019-08,2019-08
customer98,2019-03,2020-01
customer980,2019-03,2020-02
customer981,2019-09,2019-09
customer982,2019-05,2019-05
customer983,2019-04,2019-04
customer984,2019-12,2020-02
customer985,2019-06,2019-06
customer986,2019-09,2019-09
customer987,2019-10,2020-01
customer988,2019-03,2019-04
customer989,2019-10,2019-11
customer99,2019-03,2020-02
customer990,2019-07,2019-09
customer991,2019-10,2019-10
customer992,2019-06,2019-09
customer993,2020-02,2020-02
customer994,2019-03,2019-12
customer995,2019-05,2020-02
customer996,2019-03,2019-09
customer997,2019-09,2019-09
customer998,2019-11,2019-11
customer999,2019-03,2019-03
