customer,sum,std,m_avg_spent,first_active_in_days,last_active_in_days,nr_purchases,group
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1758,10.0,0.001,10.0,301.0,301.0,1.0,0
customer1759,25.0,0.001,25.0,65.0,65.0,1.0,0
customer176,340.0,9.206622874969126,170.0,58.0,11.0,21.0,1
customer1760,500.0,0.001,500.0,217.0,217.0,1.0,0
customer1761,50.0,0.001,50.0,57.0,57.0,1.0,0
customer1762,35.0,3.5355339059327378,35.0,39.0,39.0,2.0,1
customer1763,175.0,12.5,43.75,169.0,9.0,4.0,1
customer1764,50.0,0.001,50.0,50.0,50.0,1.0,0
customer1765,50.0,0.001,50.0,196.0,196.0,1.0,0
customer1766,50.0,0.001,50.0,254.0,254.0,1.0,0
customer1767,25.0,0.001,25.0,65.0,65.0,1.0,0
customer1768,15.0,0.001,15.0,318.0,318.0,1.0,0
customer1769,70.0,21.213203435596427,70.0,175.0,157.0,2.0,1
customer177,2698.25,27.126479745100447,385.4642857142857,362.0,88.0,35.0,1
customer1770,10.0,0.001,10.0,362.0,362.0,1.0,0
customer1771,500.0,0.001,500.0,226.0,226.0,1.0,0
customer1772,41.7,15.34421715174808,41.7,41.0,35.0,2.0,1
customer1773,35.0,0.001,35.0,71.0,71.0,1.0,0
customer1774,250.0,0.001,250.0,176.0,176.0,1.0,0
customer1775,25.0,0.001,25.0,274.0,274.0,1.0,0
customer1776,50.0,0.001,50.0,3.0,3.0,1.0,0
customer1777,20.0,0.001,20.0,17.0,17.0,1.0,0
customer1778,50.0,0.001,50.0,231.0,231.0,1.0,0
customer1779,100.0,0.001,100.0,2.0,2.0,1.0,0
customer178,4399.0,30.955128763784806,628.4285714285714,365.0,13.0,112.0,1
customer1780,100.0,0.001,100.0,344.0,344.0,1.0,0
customer1781,70.0,2.886751345948129,70.0,343.0,339.0,3.0,1
customer1782,500.0,0.001,500.0,122.0,122.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1784,20.0,0.001,20.0,363.0,363.0,1.0,0
customer1785,100.0,0.001,100.0,43.0,43.0,1.0,0
customer1786,110.0,23.09401076758503,36.666666666666664,64.0,8.0,3.0,1
customer1787,200.0,0.001,200.0,361.0,361.0,1.0,0
customer1788,50.0,0.001,50.0,350.0,350.0,1.0,0
customer1789,500.0,0.001,500.0,140.0,140.0,1.0,0
customer179,24415.0,140.95903608906858,4883.0,226.0,102.0,142.0,1
customer1790,50.0,0.001,50.0,209.0,209.0,1.0,0
customer1791,20.0,0.001,20.0,43.0,43.0,1.0,0
customer1792,64.0,11.313708498984761,64.0,172.0,171.0,2.0,1
customer1793,50.0,0.001,50.0,337.0,337.0,1.0,0
customer1794,50.0,0.001,50.0,149.0,149.0,1.0,0
customer1795,150.0,0.001,150.0,35.0,35.0,1.0,0
customer1796,145.0,2.886751345948128,72.5,245.0,241.0,3.0,1
customer1797,50.0,0.001,50.0,267.0,267.0,1.0,0
customer1798,350.0,0.001,350.0,361.0,361.0,1.0,0
customer1799,110.0,7.0710678118654755,55.0,121.0,91.0,2.0,1
customer18,17225.0,55.53396553308054,2153.125,215.0,5.0,171.0,1
customer180,150.0,35.35533905932738,75.0,349.0,331.0,2.0,1
customer1800,45.0,0.001,45.0,63.0,63.0,1.0,0
customer1801,70.0,21.213203435596427,35.0,342.0,30.0,2.0,1
customer1802,20.0,0.001,20.0,17.0,17.0,1.0,0
customer1803,50.0,0.001,50.0,329.0,329.0,1.0,0
customer1804,200.0,0.001,200.0,5.0,5.0,1.0,0
customer1805,100.0,0.001,100.0,365.0,365.0,1.0,0
customer1806,150.0,35.35533905932738,75.0,114.0,87.0,2.0,1
customer1807,10.0,0.001,10.0,295.0,295.0,1.0,0
customer1808,50.0,0.001,50.0,350.0,350.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer181,2519.0,30.267526117192038,503.8,364.0,210.0,51.0,1
customer1810,50.0,0.001,50.0,353.0,353.0,1.0,0
customer1811,50.0,0.001,50.0,180.0,180.0,1.0,0
customer1812,40.0,7.0710678118654755,40.0,203.0,203.0,2.0,1
customer1813,400.0,57.735026918962575,200.0,308.0,283.0,3.0,1
customer1814,25.0,0.001,25.0,296.0,296.0,1.0,0
customer1815,150.0,0.001,150.0,203.0,203.0,1.0,0
customer1816,500.0,0.001,500.0,202.0,202.0,1.0,0
customer1817,200.0,0.001,200.0,353.0,353.0,1.0,0
customer1818,50.0,0.001,50.0,329.0,329.0,1.0,0
customer1819,50.0,0.001,50.0,119.0,119.0,1.0,0
customer182,1165.0,15.92745031288397,145.625,354.0,8.0,50.0,1
customer1820,50.0,0.001,50.0,159.0,159.0,1.0,0
customer1821,50.0,0.001,50.0,339.0,339.0,1.0,0
customer1822,50.0,0.001,50.0,365.0,365.0,1.0,0
customer1823,100.0,35.35533905932738,100.0,163.0,163.0,2.0,1
customer1825,150.0,0.001,150.0,360.0,360.0,1.0,0
customer1826,50.0,0.001,50.0,151.0,151.0,1.0,0
customer1827,100.0,14.433756729740644,50.0,314.0,286.0,3.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer183,4774.49,27.66163073503026,397.87416666666667,357.0,8.0,112.0,1
customer1830,400.0,57.735026918962575,400.0,306.0,306.0,3.0,1
customer1831,50.0,0.001,50.0,347.0,347.0,1.0,0
customer1832,11.0,0.001,11.0,293.0,293.0,1.0,0
customer1833,500.0,0.001,500.0,338.0,338.0,1.0,0
customer1834,10.0,0.001,10.0,329.0,329.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1836,50.0,0.001,50.0,181.0,181.0,1.0,0
customer1837,100.0,0.001,100.0,300.0,300.0,1.0,0
customer1838,50.0,0.001,50.0,366.0,366.0,1.0,0
customer1839,20.0,0.001,20.0,23.0,23.0,1.0,0
customer184,14720.0,92.46162185010341,1635.5555555555557,250.0,7.0,100.0,1
customer1840,50.0,21.213203435596427,50.0,11.0,11.0,2.0,1
customer1841,25.0,0.001,25.0,286.0,286.0,1.0,0
customer1842,10.0,0.001,10.0,364.0,364.0,1.0,0
customer1843,10.0,0.001,10.0,362.0,362.0,1.0,0
customer1844,10.0,0.001,10.0,23.0,23.0,1.0,0
customer1845,150.0,35.35533905932738,75.0,38.0,23.0,2.0,1
customer1846,15.0,0.001,15.0,352.0,352.0,1.0,0
customer1847,50.0,0.001,50.0,162.0,162.0,1.0,0
customer1848,25.0,0.001,25.0,177.0,177.0,1.0,0
customer1849,25.0,0.001,25.0,122.0,122.0,1.0,0
customer185,125.0,2.088327347690278,20.833333333333332,308.0,15.0,9.0,1
customer1850,100.0,0.001,100.0,236.0,236.0,1.0,0
customer1851,50.0,0.001,50.0,65.0,65.0,1.0,0
customer1852,25.0,0.001,25.0,305.0,305.0,1.0,0
customer1853,50.0,0.001,50.0,155.0,155.0,1.0,0
customer1854,240.0,4.4721359549995805,120.0,360.0,282.0,5.0,1
customer1855,50.0,0.001,50.0,88.0,88.0,1.0,0
customer1856,25.0,0.001,25.0,363.0,363.0,1.0,0
customer1857,20.0,0.001,20.0,219.0,219.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1859,10.0,0.001,10.0,145.0,145.0,1.0,0
customer186,584.14,4.54603764643764,116.828,360.0,217.0,45.0,1
customer1860,1100.0,150.0,1100.0,121.0,116.0,4.0,1
customer1861,20.0,0.001,20.0,291.0,291.0,1.0,0
customer1862,50.0,0.001,50.0,187.0,187.0,1.0,0
customer1863,100.0,0.001,100.0,299.0,299.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1865,500.0,0.001,500.0,355.0,355.0,1.0,0
customer1866,110.0,7.0710678118654755,110.0,351.0,350.0,2.0,1
customer1867,80.0,4.08248290463863,40.0,361.0,272.0,6.0,1
customer1868,50.0,0.001,50.0,281.0,281.0,1.0,0
customer1869,50.0,0.001,50.0,212.0,212.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1870,50.0,0.001,50.0,358.0,358.0,1.0,0
customer1871,25.0,0.001,25.0,120.0,120.0,1.0,0
customer1872,10.0,0.001,10.0,340.0,340.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1874,10.0,0.001,10.0,190.0,190.0,1.0,0
customer1875,28.0,5.656854249492381,28.0,148.0,142.0,2.0,1
customer1877,50.0,0.001,50.0,360.0,360.0,1.0,0
customer1878,60.0,0.001,60.0,340.0,340.0,1.0,0
customer1879,550.0,35.35533905932738,275.0,238.0,149.0,2.0,1
customer188,3364.24,10.765176726378924,373.8044444444444,366.0,2.0,124.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1881,30.0,7.0710678118654755,15.0,366.0,304.0,2.0,1
customer1882,50.0,0.001,50.0,64.0,64.0,1.0,0
customer1883,200.0,0.001,200.0,59.0,59.0,1.0,0
customer1884,25.0,0.001,25.0,353.0,353.0,1.0,0
customer1885,100.0,0.001,100.0,94.0,94.0,1.0,0
customer1886,50.0,0.001,50.0,17.0,17.0,1.0,0
customer1887,250.0,0.001,250.0,48.0,48.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1889,50.0,0.001,50.0,33.0,33.0,1.0,0
customer189,401531.93,862.32452019805,33460.994166666664,365.0,4.0,389.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1891,50.0,0.001,50.0,176.0,176.0,1.0,0
customer1892,2500.0,288.67513459481285,2500.0,169.0,167.0,3.0,1
customer1893,50.0,0.001,50.0,205.0,205.0,1.0,0
customer1894,50.0,0.001,50.0,206.0,206.0,1.0,0
customer1895,50.0,0.001,50.0,18.0,18.0,1.0,0
customer1897,1500.0,0.001,1500.0,233.0,233.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1899,60.0,28.284271247461902,30.0,337.0,290.0,2.0,1
customer19,3604.0,45.416449070285594,360.4,364.0,10.0,53.0,1
customer190,471.0,12.98075498574717,117.75,345.0,182.0,18.0,1
customer1900,45.0,0.001,45.0,17.0,17.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1902,15.0,0.001,15.0,281.0,281.0,1.0,0
customer1903,50.0,0.001,50.0,295.0,295.0,1.0,0
customer1904,50.0,0.001,50.0,27.0,27.0,1.0,0
customer1905,46.0,8.386497083606084,46.0,303.0,298.0,3.0,1
customer1906,10.0,0.001,10.0,340.0,340.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1908,65.0,10.606601717798213,65.0,23.0,22.0,2.0,1
customer1909,20.0,0.001,20.0,59.0,59.0,1.0,0
customer191,1197.73,8.25404333337343,239.546,365.0,117.0,36.0,1
customer1910,100.0,0.001,100.0,133.0,133.0,1.0,0
customer1911,20.0,0.001,20.0,208.0,208.0,1.0,0
customer1912,20.0,0.001,20.0,282.0,282.0,1.0,0
customer1913,10.0,0.001,10.0,33.0,33.0,1.0,0
customer1914,21.0,0.7071067811865476,10.5,358.0,327.0,2.0,1
customer1915,30.0,0.001,30.0,56.0,56.0,1.0,0
customer1917,35.0,0.001,35.0,332.0,332.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1919,50.0,0.001,50.0,183.0,183.0,1.0,0
customer192,7905.0,9.466350012352974,658.75,366.0,6.0,277.0,1
customer1920,100.0,0.001,100.0,282.0,282.0,1.0,0
customer1921,100.0,0.001,100.0,271.0,271.0,1.0,0
customer1922,100.0,0.001,100.0,247.0,247.0,1.0,0
customer1923,100.0,0.001,100.0,247.0,247.0,1.0,0
customer1924,100.0,0.001,100.0,158.0,158.0,1.0,0
customer1925,500.0,0.001,500.0,193.0,193.0,1.0,0
customer1926,100.0,0.001,100.0,95.0,95.0,1.0,0
customer1927,30.0,0.001,30.0,190.0,190.0,1.0,0
customer1928,25.0,0.001,25.0,134.0,134.0,1.0,0
customer1929,10.0,0.001,10.0,82.0,82.0,1.0,0
customer193,8114.0,184.56211011132265,1622.8,360.0,200.0,114.0,1
customer1930,50.0,0.001,50.0,78.0,78.0,1.0,0
customer1931,100.0,0.001,100.0,4.0,4.0,1.0,0
customer1932,500.0,0.001,500.0,32.0,32.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1934,40.0,0.001,40.0,90.0,90.0,1.0,0
customer1935,44.0,4.242640687119285,22.0,352.0,296.0,2.0,1
customer1936,25.0,0.001,25.0,216.0,216.0,1.0,0
customer1937,55.0,0.001,55.0,347.0,347.0,1.0,0
customer1938,500.0,0.001,500.0,118.0,118.0,1.0,0
customer1939,30.0,0.001,30.0,309.0,309.0,1.0,0
customer194,18980.0,182.47210744183002,2711.4285714285716,365.0,8.0,84.0,1
customer1940,20.0,0.001,20.0,53.0,53.0,1.0,0
customer1941,75.0,17.67766952966369,37.5,352.0,334.0,2.0,1
customer1942,500.0,0.001,500.0,100.0,100.0,1.0,0
customer1943,10.27,0.001,10.27,165.0,165.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1945,10.0,0.001,10.0,328.0,328.0,1.0,0
customer1946,25.0,0.001,25.0,366.0,366.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1948,35.0,3.5355339059327378,17.5,298.0,150.0,2.0,1
customer1949,60.0,0.001,60.0,364.0,364.0,1.0,0
customer195,6085.0,19.80031001441158,760.625,343.0,27.0,218.0,1
customer1950,100.0,0.001,100.0,241.0,241.0,1.0,0
customer1951,25.0,0.001,25.0,366.0,366.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1953,200.0,0.001,200.0,48.0,48.0,1.0,0
customer1954,50.0,0.001,50.0,349.0,349.0,1.0,0
customer1955,55.0,7.637626158259733,27.5,37.0,29.0,3.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1958,100.0,0.001,100.0,231.0,231.0,1.0,0
customer1959,40.0,0.001,40.0,237.0,237.0,1.0,0
customer196,3339.0,7.64400217365022,303.54545454545456,366.0,3.0,105.0,1
customer1960,50.0,0.001,50.0,79.0,79.0,1.0,0
customer1961,20.0,0.001,20.0,232.0,232.0,1.0,0
customer1962,20.0,0.001,20.0,97.0,97.0,1.0,0
customer1963,50.0,0.001,50.0,62.0,62.0,1.0,0
customer1964,100.0,0.001,100.0,33.0,33.0,1.0,0
customer1965,50.0,0.001,50.0,306.0,306.0,1.0,0
customer1966,110.0,23.094010767585033,55.0,229.0,159.0,3.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1968,30.0,0.001,30.0,363.0,363.0,1.0,0
customer1969,20.0,0.001,20.0,364.0,364.0,1.0,0
customer197,10.0,0.001,10.0,56.0,56.0,1.0,0
customer1971,20.0,0.001,20.0,261.0,261.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1973,50.0,0.001,50.0,227.0,227.0,1.0,0
customer1974,100.0,0.001,100.0,314.0,314.0,1.0,0
customer1975,120.0,17.320508075688775,120.0,350.0,346.0,3.0,1
customer1976,100.0,0.001,100.0,82.0,82.0,1.0,0
customer1977,50.0,0.001,50.0,15.0,15.0,1.0,0
customer1978,400.0,25.819888974716115,200.0,127.0,31.0,6.0,1
customer1979,30.0,0.001,30.0,137.0,137.0,1.0,0
customer198,2858.75,24.732542954708336,317.6388888888889,335.0,3.0,56.0,1
customer1980,100.0,0.001,100.0,51.0,51.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1982,50.0,0.001,50.0,110.0,110.0,1.0,0
customer1983,10.0,0.001,10.0,272.0,272.0,1.0,0
customer1984,20.0,0.001,20.0,262.0,262.0,1.0,0
customer1985,250.0,0.001,250.0,64.0,64.0,1.0,0
customer1986,2500.0,1060.6601717798212,1250.0,208.0,108.0,2.0,1
customer1988,50.0,0.001,50.0,343.0,343.0,1.0,0
customer1989,50.0,0.001,50.0,129.0,129.0,1.0,0
customer199,12750.0,61.19400782814757,6375.0,365.0,312.0,58.0,1
customer1990,70.0,21.213203435596427,70.0,288.0,288.0,2.0,1
customer1991,70.0,21.213203435596427,70.0,359.0,355.0,2.0,1
customer1992,400.0,0.001,400.0,365.0,365.0,1.0,0
customer1993,50.0,0.001,50.0,328.0,328.0,1.0,0
customer1994,30.0,0.001,30.0,121.0,121.0,1.0,0
customer1995,133.0,47.37615433949868,133.0,102.0,102.0,2.0,1
customer1996,150.0,35.35533905932738,150.0,179.0,179.0,2.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer1998,600.0,141.4213562373095,600.0,260.0,260.0,2.0,1
customer1999,50.0,0.001,50.0,14.0,14.0,1.0,0
customer2,6430.0,6.87883417032549,1607.5,117.0,2.0,432.0,1
customer20,54630.0,137.4994800974767,10926.0,190.0,64.0,363.0,1
customer200,1901.25,16.903928523842332,1901.25,365.0,338.0,63.0,1
customer2000,25.0,0.001,25.0,274.0,274.0,1.0,0
customer2001,10.0,0.001,10.0,218.0,218.0,1.0,0
customer2002,617.0,92.83812076225297,205.66666666666666,343.0,288.0,4.0,1
customer2003,25.0,0.001,25.0,193.0,193.0,1.0,0
customer2004,100.0,0.001,100.0,54.0,54.0,1.0,0
customer2005,50.0,0.001,50.0,365.0,365.0,1.0,0
customer2006,15.0,0.001,15.0,362.0,362.0,1.0,0
customer2007,250.0,0.001,250.0,243.0,243.0,1.0,0
customer2008,500.0,0.001,500.0,208.0,208.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer201,41381.56,85.80034661281024,4597.951111111111,362.0,82.0,246.0,1
customer2010,500.0,0.001,500.0,345.0,345.0,1.0,0
customer2011,25.0,0.001,25.0,55.0,55.0,1.0,0
customer2012,50.0,0.001,50.0,326.0,326.0,1.0,0
customer2013,400.0,0.001,400.0,361.0,361.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2016,10.0,0.001,10.0,363.0,363.0,1.0,0
customer2017,500.0,0.001,500.0,38.0,38.0,1.0,0
customer2018,50.0,0.001,50.0,339.0,339.0,1.0,0
customer2019,10.0,0.001,10.0,302.0,302.0,1.0,0
customer202,4550.0,148.44066839863,1516.6666666666667,363.0,257.0,22.0,1
customer2020,50.0,0.001,50.0,90.0,90.0,1.0,0
customer2021,100.0,0.001,100.0,134.0,134.0,1.0,0
customer2022,10.0,0.001,10.0,13.0,13.0,1.0,0
customer2023,100.0,0.001,100.0,50.0,50.0,1.0,0
customer2024,500.0,0.001,500.0,7.0,7.0,1.0,0
customer2025,10.0,0.001,10.0,361.0,361.0,1.0,0
customer2026,10.0,0.001,10.0,353.0,353.0,1.0,0
customer2027,200.0,0.001,200.0,208.0,208.0,1.0,0
customer2028,100.0,0.001,100.0,67.0,67.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer203,6705.0,141.4104826495356,1341.0,331.0,201.0,28.0,1
customer2030,25.0,0.001,25.0,118.0,118.0,1.0,0
customer2031,10.0,0.001,10.0,344.0,344.0,1.0,0
customer2032,250.0,0.001,250.0,265.0,265.0,1.0,0
customer2033,25.0,0.001,25.0,306.0,306.0,1.0,0
customer2034,100.0,0.001,100.0,110.0,110.0,1.0,0
customer2035,100.0,0.001,100.0,338.0,338.0,1.0,0
customer2036,20.0,0.001,20.0,97.0,97.0,1.0,0
customer2037,100.0,0.001,100.0,36.0,36.0,1.0,0
customer2038,800.0,141.4213562373095,800.0,226.0,222.0,2.0,1
customer2039,50.0,0.001,50.0,125.0,125.0,1.0,0
customer204,1033.0,5.685353480329732,344.3333333333333,365.0,292.0,83.0,1
customer2040,10.0,0.001,10.0,353.0,353.0,1.0,0
customer2041,2000.0,0.001,2000.0,328.0,328.0,1.0,0
customer2042,50.0,0.001,50.0,68.0,68.0,1.0,0
customer2043,50.0,0.001,50.0,9.0,9.0,1.0,0
customer2044,50.0,0.001,50.0,221.0,221.0,1.0,0
customer2045,20.0,0.001,20.0,360.0,360.0,1.0,0
customer2046,50.0,0.001,50.0,72.0,72.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2048,100.0,0.001,100.0,19.0,19.0,1.0,0
customer2049,20.0,0.001,20.0,341.0,341.0,1.0,0
customer205,1964.54,1.7055398188889501,163.71166666666667,364.0,17.0,186.0,1
customer2050,1818.26,720.0185510110139,1818.26,358.0,343.0,2.0,1
customer2051,530.0,332.34018715767735,265.0,251.0,237.0,2.0,1
customer2052,20.0,0.001,20.0,91.0,91.0,1.0,0
customer2053,100.0,0.001,100.0,313.0,313.0,1.0,0
customer2054,50.0,0.001,50.0,51.0,51.0,1.0,0
customer2055,250.0,0.001,250.0,164.0,164.0,1.0,0
customer2056,100.0,0.001,100.0,328.0,328.0,1.0,0
customer2057,10.0,0.001,10.0,353.0,353.0,1.0,0
customer2058,100.0,0.001,100.0,233.0,233.0,1.0,0
customer2059,50.0,0.001,50.0,51.0,51.0,1.0,0
customer206,645.0,12.071217242444346,161.25,362.0,221.0,15.0,1
customer2060,100.0,0.001,100.0,361.0,361.0,1.0,0
customer2061,700.0,230.9401076758503,350.0,80.0,41.0,3.0,1
customer2062,20.0,0.001,20.0,39.0,39.0,1.0,0
customer2063,50.0,0.001,50.0,236.0,236.0,1.0,0
customer2064,20.0,0.001,20.0,255.0,255.0,1.0,0
customer2065,500.0,0.001,500.0,28.0,28.0,1.0,0
customer2066,50.0,0.001,50.0,286.0,286.0,1.0,0
customer2067,20.0,0.001,20.0,116.0,116.0,1.0,0
customer2068,75.0,0.001,75.0,61.0,61.0,1.0,0
customer2069,50.0,0.001,50.0,281.0,281.0,1.0,0
customer207,6339.61,160.65519651946366,1584.9025000000001,228.0,150.0,49.0,1
customer2070,50.0,0.001,50.0,216.0,216.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2072,1000.0,0.001,1000.0,71.0,71.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2074,100.0,0.001,100.0,139.0,139.0,1.0,0
customer2075,10.0,0.001,10.0,157.0,157.0,1.0,0
customer2076,50.0,0.001,50.0,113.0,113.0,1.0,0
customer2078,100.0,0.001,100.0,154.0,154.0,1.0,0
customer2079,500.0,0.001,500.0,175.0,175.0,1.0,0
customer208,190.0,5.188745216627709,190.0,49.0,49.0,13.0,1
customer2080,100.0,0.001,100.0,300.0,300.0,1.0,0
customer2081,50.0,0.001,50.0,64.0,64.0,1.0,0
customer2082,25.0,0.001,25.0,169.0,169.0,1.0,0
customer2083,85.0,10.606601717798213,85.0,341.0,339.0,2.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2085,100.0,0.001,100.0,264.0,264.0,1.0,0
customer2086,50.0,0.001,50.0,178.0,178.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2088,100.0,0.001,100.0,127.0,127.0,1.0,0
customer2089,10.0,0.001,10.0,22.0,22.0,1.0,0
customer209,2420.0,34.16344281590428,302.5,353.0,23.0,38.0,1
customer2090,24.0,0.001,24.0,349.0,349.0,1.0,0
customer2091,50.0,0.001,50.0,42.0,42.0,1.0,0
customer2092,50.0,0.001,50.0,220.0,220.0,1.0,0
customer2093,100.0,0.001,100.0,262.0,262.0,1.0,0
customer2094,150.0,0.001,150.0,235.0,235.0,1.0,0
customer2095,50.0,0.001,50.0,199.0,199.0,1.0,0
customer2096,10.0,0.001,10.0,305.0,305.0,1.0,0
customer2097,10.0,0.001,10.0,303.0,303.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2099,50.0,0.001,50.0,68.0,68.0,1.0,0
customer21,10713.63,3.433253504791698,1339.2037500000001,239.0,19.0,890.0,1
customer210,3728.5,10.516528179614557,414.27777777777777,365.0,73.0,216.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2101,50.0,0.001,50.0,250.0,250.0,1.0,0
customer2102,50.0,0.001,50.0,313.0,313.0,1.0,0
customer2103,70.0,21.213203435596427,70.0,267.0,246.0,2.0,1
customer2104,100.0,0.001,100.0,179.0,179.0,1.0,0
customer2105,500.0,0.001,500.0,171.0,171.0,1.0,0
customer2106,20.0,0.001,20.0,313.0,313.0,1.0,0
customer2107,250.0,0.001,250.0,293.0,293.0,1.0,0
customer2109,50.0,0.001,50.0,52.0,52.0,1.0,0
customer211,14046.0,19.82114547880492,1170.5,358.0,7.0,322.0,1
customer2110,20.0,0.001,20.0,121.0,121.0,1.0,0
customer2111,100.0,0.001,100.0,154.0,154.0,1.0,0
customer2112,50.0,0.001,50.0,31.0,31.0,1.0,0
customer2113,280.0,8.326663997864532,280.0,41.0,41.0,3.0,1
customer2114,50.0,0.001,50.0,209.0,209.0,1.0,0
customer2115,36.0,2.8284271247461903,36.0,234.0,234.0,2.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2117,140.0,0.001,140.0,278.0,278.0,1.0,0
customer2118,300.0,0.001,300.0,8.0,8.0,1.0,0
customer2119,50.0,0.001,50.0,4.0,4.0,1.0,0
customer212,5742.18,30.42113283210548,820.3114285714286,236.0,8.0,116.0,1
customer2120,25.0,0.001,25.0,159.0,159.0,1.0,0
customer2121,130.65,49.03785527528707,65.325,234.0,202.0,2.0,1
customer2122,118.0,12.727922061357855,59.0,236.0,181.0,2.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2124,150.0,0.001,150.0,362.0,362.0,1.0,0
customer2125,20.0,0.001,20.0,122.0,122.0,1.0,0
customer2126,20.0,0.001,20.0,322.0,322.0,1.0,0
customer2127,100.0,0.001,100.0,323.0,323.0,1.0,0
customer2128,50.0,0.001,50.0,278.0,278.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer213,558.0,13.329429252992279,558.0,321.0,313.0,20.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2131,500.0,0.001,500.0,185.0,185.0,1.0,0
customer2132,50.0,0.001,50.0,14.0,14.0,1.0,0
customer2133,100.0,0.001,100.0,169.0,169.0,1.0,0
customer2134,200.0,0.001,200.0,22.0,22.0,1.0,0
customer2135,14.0,0.001,14.0,37.0,37.0,1.0,0
customer2136,10.0,0.001,10.0,344.0,344.0,1.0,0
customer2137,50.0,0.001,50.0,57.0,57.0,1.0,0
customer2138,100.0,0.001,100.0,357.0,357.0,1.0,0
customer2139,50.0,0.001,50.0,63.0,63.0,1.0,0
customer214,8366.0,64.13180401844816,1394.3333333333333,352.0,65.0,82.0,1
customer2140,55.0,17.67766952966369,55.0,20.0,18.0,2.0,1
customer2141,50.0,0.001,50.0,339.0,339.0,1.0,0
customer2142,15.0,0.001,15.0,28.0,28.0,1.0,0
customer2143,50.0,0.001,50.0,360.0,360.0,1.0,0
customer2144,20.0,0.001,20.0,266.0,266.0,1.0,0
customer2145,10.0,0.001,10.0,23.0,23.0,1.0,0
customer2146,100.0,0.001,100.0,273.0,273.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2148,250.0,28.867513459481287,125.0,182.0,150.0,3.0,1
customer2149,100.0,0.001,100.0,171.0,171.0,1.0,0
customer215,44345.0,373.5862452734698,5543.125,355.0,18.0,103.0,1
customer2150,50.0,0.001,50.0,357.0,357.0,1.0,0
customer2151,250.0,0.001,250.0,70.0,70.0,1.0,0
customer2152,20.0,0.001,20.0,58.0,58.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2155,50.0,7.0710678118654755,50.0,343.0,343.0,2.0,1
