customer,sum,std,m_avg_spent,first_active_in_days,last_active_in_days,nr_purchases,group
customer2156,20.0,0.001,20.0,327.0,327.0,1.0,0
customer2157,100.0,0.001,100.0,19.0,19.0,1.0,0
customer2158,20.0,0.001,20.0,65.0,65.0,1.0,0
customer2159,25.0,0.001,25.0,327.0,327.0,1.0,0
customer216,3735.0,17.870476562875144,415.0,336.0,67.0,90.0,1
customer2160,50.0,0.001,50.0,301.0,301.0,1.0,0
customer2161,50.0,0.001,50.0,147.0,147.0,1.0,0
customer2163,200.0,0.001,200.0,331.0,331.0,1.0,0
customer2164,50.0,0.001,50.0,279.0,279.0,1.0,0
customer2165,15.0,0.001,15.0,224.0,224.0,1.0,0
customer2166,20.0,0.001,20.0,68.0,68.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2168,20.0,0.001,20.0,309.0,309.0,1.0,0
customer2169,50.0,0.001,50.0,156.0,156.0,1.0,0
customer217,150.0,4.522670168666455,75.0,246.0,232.0,12.0,1
customer2170,50.0,0.001,50.0,198.0,198.0,1.0,0
customer2171,25.0,0.001,25.0,329.0,329.0,1.0,0
customer2172,50.0,0.001,50.0,21.0,21.0,1.0,0
customer2173,50.0,0.001,50.0,309.0,309.0,1.0,0
customer2175,500.0,0.001,500.0,89.0,89.0,1.0,0
customer2176,50.0,0.001,50.0,249.0,249.0,1.0,0
customer2178,100.0,0.001,100.0,350.0,350.0,1.0,0
customer2179,100.0,0.001,100.0,330.0,330.0,1.0,0
customer218,5941.75,32.05952914362014,495.1458333333333,349.0,5.0,62.0,1
customer2180,100.0,0.001,100.0,213.0,213.0,1.0,0
customer2181,15.0,0.001,15.0,333.0,333.0,1.0,0
customer2182,50.0,0.001,50.0,326.0,326.0,1.0,0
customer2183,500.0,0.001,500.0,200.0,200.0,1.0,0
customer2184,50.0,0.001,50.0,359.0,359.0,1.0,0
customer2185,50.0,0.001,50.0,347.0,347.0,1.0,0
customer2186,50.0,0.001,50.0,359.0,359.0,1.0,0
customer2187,10.0,0.001,10.0,363.0,363.0,1.0,0
customer2188,25.0,0.001,25.0,216.0,216.0,1.0,0
customer2189,50.0,0.001,50.0,219.0,219.0,1.0,0
customer219,3010.0,11.453200944281942,376.25,366.0,25.0,95.0,1
customer2190,100.0,0.001,100.0,93.0,93.0,1.0,0
customer2191,150.0,35.35533905932738,150.0,354.0,348.0,2.0,1
customer2192,50.0,0.001,50.0,293.0,293.0,1.0,0
customer2193,50.0,0.001,50.0,330.0,330.0,1.0,0
customer2194,2000.0,0.001,2000.0,251.0,251.0,1.0,0
customer2195,70.0,21.213203435596427,35.0,299.0,217.0,2.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2197,300.0,0.001,300.0,359.0,359.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2199,50.0,0.001,50.0,13.0,13.0,1.0,0
customer22,5990.0,7.435713950714461,748.75,366.0,102.0,391.0,1
customer220,3110.86,34.13716860944549,622.172,366.0,152.0,73.0,1
customer2200,300.0,0.001,300.0,118.0,118.0,1.0,0
customer2201,100.0,0.001,100.0,68.0,68.0,1.0,0
customer2202,50.0,0.001,50.0,225.0,225.0,1.0,0
customer2203,50.0,0.001,50.0,232.0,232.0,1.0,0
customer2204,50.0,0.001,50.0,352.0,352.0,1.0,0
customer2205,40.0,0.001,40.0,67.0,67.0,1.0,0
customer2206,50.0,0.001,50.0,143.0,143.0,1.0,0
customer2207,100.0,0.001,100.0,241.0,241.0,1.0,0
customer2208,25.0,0.001,25.0,60.0,60.0,1.0,0
customer2209,50.0,0.001,50.0,348.0,348.0,1.0,0
customer221,2368.0,9.709103696826336,215.27272727272728,307.0,10.0,155.0,1
customer2210,250.0,0.001,250.0,14.0,14.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2212,25.0,0.001,25.0,173.0,173.0,1.0,0
customer2213,500.0,0.001,500.0,253.0,253.0,1.0,0
customer2214,500.0,0.001,500.0,94.0,94.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2216,50.0,0.001,50.0,19.0,19.0,1.0,0
customer2217,50.0,0.001,50.0,220.0,220.0,1.0,0
customer2219,500.0,0.001,500.0,250.0,250.0,1.0,0
customer222,550.0,125.83057392117915,275.0,364.0,333.0,3.0,1
customer2220,50.0,0.001,50.0,358.0,358.0,1.0,0
customer2221,15.0,0.001,15.0,360.0,360.0,1.0,0
customer2222,50.0,0.001,50.0,48.0,48.0,1.0,0
customer2223,50.0,0.001,50.0,283.0,283.0,1.0,0
customer2224,50.0,0.001,50.0,348.0,348.0,1.0,0
customer2225,500.0,0.001,500.0,326.0,326.0,1.0,0
customer2227,100.0,0.001,100.0,263.0,263.0,1.0,0
customer2228,50.0,0.001,50.0,296.0,296.0,1.0,0
customer2229,50.0,0.001,50.0,227.0,227.0,1.0,0
customer223,4075.0,10.969058662158952,582.1428571428571,201.0,3.0,121.0,1
customer2230,250.0,0.001,250.0,361.0,361.0,1.0,0
customer2231,50.0,0.001,50.0,62.0,62.0,1.0,0
customer2232,10.0,0.001,10.0,363.0,363.0,1.0,0
customer2233,16.0,0.001,16.0,355.0,355.0,1.0,0
customer2234,100.0,0.001,100.0,239.0,239.0,1.0,0
customer2235,34.0,0.001,34.0,121.0,121.0,1.0,0
customer2236,200.0,0.001,200.0,273.0,273.0,1.0,0
customer2237,50.0,0.001,50.0,294.0,294.0,1.0,0
customer2238,50.0,0.001,50.0,254.0,254.0,1.0,0
customer2239,50.0,0.001,50.0,26.0,26.0,1.0,0
customer224,16102.56,36.826994704752806,2012.82,245.0,56.0,270.0,1
customer2240,50.0,0.001,50.0,281.0,281.0,1.0,0
customer2241,100.0,0.001,100.0,339.0,339.0,1.0,0
customer2242,217.5,0.001,217.5,327.0,327.0,1.0,0
customer2243,10.0,0.001,10.0,58.0,58.0,1.0,0
customer2244,50.0,0.001,50.0,314.0,314.0,1.0,0
customer2245,50.0,0.001,50.0,43.0,43.0,1.0,0
customer2246,50.0,0.001,50.0,328.0,328.0,1.0,0
customer2247,50.0,0.001,50.0,351.0,351.0,1.0,0
customer2248,500.0,0.001,500.0,192.0,192.0,1.0,0
customer2249,10.0,0.001,10.0,330.0,330.0,1.0,0
customer225,492.0,3.6645015252516164,49.2,350.0,2.0,42.0,1
customer2250,100.0,0.001,100.0,40.0,40.0,1.0,0
customer2251,200.0,0.001,200.0,22.0,22.0,1.0,0
customer2252,50.0,0.001,50.0,352.0,352.0,1.0,0
customer2253,500.0,0.001,500.0,148.0,148.0,1.0,0
customer2254,50.0,0.001,50.0,317.0,317.0,1.0,0
customer2255,50.0,0.001,50.0,249.0,249.0,1.0,0
customer2257,500.0,0.001,500.0,128.0,128.0,1.0,0
customer2258,100.0,0.001,100.0,359.0,359.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer226,300.0,0.001,300.0,361.0,361.0,1.0,0
customer2260,50.0,0.001,50.0,142.0,142.0,1.0,0
customer2261,100.0,0.001,100.0,222.0,222.0,1.0,0
customer2262,10.0,0.001,10.0,135.0,135.0,1.0,0
customer2263,20.0,0.001,20.0,330.0,330.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2266,100.0,0.001,100.0,132.0,132.0,1.0,0
customer2267,10.0,0.001,10.0,365.0,365.0,1.0,0
customer2268,500.0,0.001,500.0,171.0,171.0,1.0,0
customer2269,50.0,0.001,50.0,162.0,162.0,1.0,0
customer227,1133.94,7.076125766029719,125.99333333333334,364.0,29.0,82.0,1
customer2270,20.0,0.001,20.0,226.0,226.0,1.0,0
customer2271,20.0,0.001,20.0,203.0,203.0,1.0,0
customer2272,60.0,0.001,60.0,356.0,356.0,1.0,0
customer2273,50.0,0.001,50.0,284.0,284.0,1.0,0
customer2274,30.0,0.001,30.0,295.0,295.0,1.0,0
customer2275,50.0,0.001,50.0,64.0,64.0,1.0,0
customer2276,50.0,0.001,50.0,203.0,203.0,1.0,0
customer2277,20.0,0.001,20.0,81.0,81.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer2279,250.0,0.001,250.0,63.0,63.0,1.0,0
customer228,180.0,34.64101615137755,180.0,25.0,5.0,3.0,1
customer2280,10.0,0.001,10.0,301.0,301.0,1.0,0
customer2281,250.0,0.001,250.0,225.0,225.0,1.0,0
customer2282,10.0,0.001,10.0,209.0,209.0,1.0,0
customer2283,50.0,0.001,50.0,50.0,50.0,1.0,0
customer2284,250.0,0.001,250.0,218.0,218.0,1.0,0
customer2285,50.0,0.001,50.0,110.0,110.0,1.0,0
customer2286,10.0,0.001,10.0,171.0,171.0,1.0,0
customer2287,10.0,0.001,10.0,360.0,360.0,1.0,0
customer2289,100.0,0.001,100.0,11.0,11.0,1.0,0
customer229,8689.18,11.900660621869916,965.4644444444444,365.0,99.0,410.0,1
customer2290,50.0,0.001,50.0,363.0,363.0,1.0,0
customer2291,150.0,0.001,150.0,297.0,297.0,1.0,0
customer2292,100.0,0.001,100.0,330.0,330.0,1.0,0
customer2293,50.0,0.001,50.0,33.0,33.0,1.0,0
customer2294,20.0,0.001,20.0,30.0,30.0,1.0,0
customer2295,20.0,0.001,20.0,48.0,48.0,1.0,0
customer2296,300.0,0.001,300.0,234.0,234.0,1.0,0
customer2297,50.0,0.001,50.0,218.0,218.0,1.0,0
customer2298,50.0,0.001,50.0,53.0,53.0,1.0,0
customer2299,30.0,0.001,30.0,186.0,186.0,1.0,0
customer23,6571.43,24.93095283539697,938.7757142857143,207.0,14.0,175.0,1
customer230,5722.0,59.57944137426373,5722.0,366.0,353.0,79.0,1
customer2300,100.0,0.001,100.0,79.0,79.0,1.0,0
customer2301,25.0,0.001,25.0,35.0,35.0,1.0,0
customer2303,10.0,0.001,10.0,91.0,91.0,1.0,0
customer2304,100.0,0.001,100.0,126.0,126.0,1.0,0
customer2305,500.0,0.001,500.0,208.0,208.0,1.0,0
customer2306,900.0,0.001,900.0,343.0,343.0,1.0,0
customer2307,10.0,0.001,10.0,294.0,294.0,1.0,0
customer2308,50.0,0.001,50.0,136.0,136.0,1.0,0
customer231,46696.0,100.82191645879281,5837.0,365.0,99.0,356.0,1
customer2310,20.0,0.001,20.0,286.0,286.0,1.0,0
customer2311,500.0,0.001,500.0,361.0,361.0,1.0,0
customer232,285.0,9.102589898327995,142.5,366.0,217.0,21.0,1
customer233,324.0,12.92028728509594,162.0,366.0,330.0,17.0,1
customer234,3260.0,12.1251603494166,1086.6666666666667,365.0,293.0,87.0,1
customer235,5930.0,132.477406216663,1976.6666666666667,83.0,5.0,20.0,1
customer236,4021.79,17.964259201110647,365.61727272727273,366.0,2.0,105.0,1
customer237,9737.39,97.09140609666214,1081.9322222222222,365.0,21.0,71.0,1
customer238,185.0,18.57417562100671,92.5,358.0,319.0,5.0,1
customer239,6910.0,114.18731134360598,6910.0,23.0,3.0,44.0,1
customer24,1905.0,13.895928575878456,190.5,361.0,11.0,72.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer241,600.0,44.32026302139592,300.0,167.0,57.0,8.0,1
customer242,265.85,4.884608967144121,33.23125,334.0,13.0,21.0,1
customer243,1075.0,18.61564153955157,179.16666666666666,340.0,3.0,48.0,1
customer244,393.0,6.549733947140535,78.6,288.0,121.0,29.0,1
customer245,30120.0,423.73309641318895,3012.0,365.0,42.0,59.0,1
customer246,2137.0,10.428527887472045,356.1666666666667,353.0,165.0,136.0,1
customer247,4713.04,18.6808550186935,392.75333333333333,359.0,3.0,153.0,1
customer248,4006.48,92.0460042242508,1001.62,120.0,2.0,64.0,1
customer249,16038.0,96.89828611403682,2291.1428571428573,313.0,33.0,178.0,1
customer25,1295.0,11.415262554058149,185.0,365.0,179.0,74.0,1
customer250,3490.0,26.574408351016327,498.57142857142856,365.0,171.0,86.0,1
customer251,95.0,5.477225575051661,47.5,221.0,206.0,5.0,1
customer252,1537.0,49.19271982936628,512.3333333333334,316.0,64.0,20.0,1
customer253,1605.0,49.46645150565587,200.625,326.0,69.0,19.0,1
customer254,2130.25,7.047576959277177,710.0833333333334,362.0,141.0,123.0,1
customer255,2396.0,31.182867285116878,2396.0,43.0,36.0,33.0,1
customer256,20769.0,195.37184876398737,4153.8,365.0,93.0,102.0,1
customer257,320.0,20.59714602177749,106.66666666666667,270.0,201.0,12.0,1
customer258,240.0,9.6732325812744,120.0,178.0,52.0,15.0,1
customer259,18525.0,125.40439811347166,6175.0,89.0,17.0,42.0,1
customer26,25051.0,11.48391982989056,2277.3636363636365,362.0,42.0,992.0,1
customer260,93812.58,284.5717230309323,7817.715,366.0,14.0,265.0,1
customer261,7010.0,25.066144481678673,637.2727272727273,364.0,8.0,94.0,1
customer262,1108.6100000000001,34.50701667514653,1108.6100000000001,366.0,339.0,24.0,1
customer263,16200.0,141.50791425188334,5400.0,351.0,289.0,50.0,1
customer264,75.0,17.67766952966369,37.5,120.0,12.0,2.0,1
customer265,30.0,7.0710678118654755,30.0,238.0,221.0,2.0,1
customer266,530.0,5.714285714285717,106.0,352.0,216.0,49.0,1
customer267,6133.0,25.324542494248888,1533.25,111.0,2.0,218.0,1
customer268,135528.95,774.8657975654455,12320.813636363637,364.0,22.0,162.0,1
customer269,4983.69,37.49323327924038,996.738,366.0,167.0,98.0,1
customer27,5021.0,3.151653870998099,418.4166666666667,365.0,3.0,378.0,1
customer270,505.0,14.286038957349552,126.25,351.0,169.0,11.0,1
customer271,11100.0,55.46414324985719,1585.7142857142858,207.0,6.0,60.0,1
customer272,1005.0,15.647777515560175,201.0,319.0,163.0,18.0,1
customer273,5865.0,196.73904035549222,1173.0,186.0,29.0,17.0,1
customer274,4612.0,72.01881768683863,1153.0,329.0,203.0,45.0,1
customer275,240.0,10.889050857234002,240.0,345.0,342.0,15.0,1
customer276,4404.0,17.485140071266304,440.4,366.0,13.0,131.0,1
customer277,1600.0,2.7216552697590872,266.6666666666667,366.0,6.0,54.0,1
customer278,85.0,7.582875444051551,28.333333333333332,94.0,60.0,5.0,1
customer279,37.05,12.056170619230638,18.525,330.0,127.0,2.0,1
customer28,17125.0,40.561453481700376,2140.625,361.0,146.0,213.0,1
customer280,130.0,12.583057392117917,130.0,59.0,35.0,4.0,1
customer281,500.0,25.819888974716115,250.0,67.0,24.0,6.0,1
customer282,4750.0,112.12147462116734,2375.0,49.0,7.0,27.0,1
customer283,5823.0,28.929195353544497,727.875,248.0,15.0,103.0,1
customer284,2709.0,9.886236207627471,225.75,365.0,3.0,173.0,1
customer285,4740.51,31.102084160558032,1580.17,366.0,2.0,69.0,1
customer286,10812.0,27.79456752236622,1351.5,362.0,145.0,92.0,1
customer287,5360.88,21.954384028666492,670.11,251.0,38.0,83.0,1
customer288,250.0,14.52966314513558,83.33333333333333,354.0,273.0,10.0,1
customer289,8309.38,33.13286419117087,692.4483333333333,338.0,8.0,184.0,1
customer29,10633.0,21.411606585021225,1519.0,365.0,136.0,203.0,1
customer290,15.0,0.001,15.0,358.0,358.0,1.0,0
customer291,3812.82,31.334251953697756,953.2049999999999,319.0,219.0,103.0,1
customer292,1445.5,6.834718631789346,160.61111111111111,252.0,7.0,87.0,1
customer293,11400.0,699.5236474439827,2850.0,353.0,209.0,10.0,1
customer294,4300.0,36.5928671716851,1433.3333333333333,358.0,288.0,47.0,1
customer295,88.66,7.802507289326938,88.66,252.0,249.0,5.0,1
customer296,33225.66,314.96844791797776,2768.8050000000003,365.0,15.0,139.0,1
customer297,1985.0,28.799197568214044,397.0,348.0,216.0,54.0,1
customer298,105.0,2.5,105.0,366.0,361.0,9.0,1
customer299,1386.0,22.52332124709853,1386.0,27.0,5.0,21.0,1
customer3,18609.0,8.738742762586517,2067.6666666666665,246.0,4.0,941.0,1
customer30,36200.0,49.34926207614478,3620.0,301.0,2.0,671.0,1
customer300,13651.5,126.63878448048163,2275.25,241.0,2.0,50.0,1
customer301,80.0,5.773502691896258,40.0,191.0,141.0,3.0,1
customer302,31461.0,120.21967604421253,2860.090909090909,364.0,5.0,208.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer304,4873.5,30.778191264306713,609.1875,347.0,67.0,106.0,1
customer305,1178.0,13.491794859414687,294.5,335.0,217.0,37.0,1
customer306,8628.75,41.128035850790695,958.75,301.0,4.0,108.0,1
customer307,1565.0,3.6484796160554227,782.5,41.0,4.0,76.0,1
customer308,1135.0,20.073394742060653,141.875,296.0,22.0,17.0,1
customer309,37120.0,121.7053287952354,3374.5454545454545,361.0,9.0,146.0,1
customer31,9434.0,11.824989392721871,786.1666666666666,363.0,2.0,439.0,1
customer310,10918.0,34.01461258641716,909.8333333333334,353.0,29.0,168.0,1
customer311,50.0,0.001,50.0,7.0,7.0,1.0,0
customer312,4771.0,19.77931948226718,397.5833333333333,365.0,2.0,159.0,1
customer313,11552.66,154.977090172211,1050.2418181818182,349.0,50.0,76.0,1
customer314,540.0,63.69570517030844,270.0,188.0,178.0,7.0,1
customer315,2495.0,11.18002405422758,277.22222222222223,332.0,3.0,60.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer317,2050.0,37.859388972001824,1025.0,39.0,3.0,25.0,1
customer318,2785.0,19.17332367015563,1392.5,364.0,312.0,62.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer32,720.05,47.15148207537873,240.01666666666665,326.0,173.0,7.0,1
customer320,9576.99,48.11876373487518,870.6354545454545,331.0,11.0,119.0,1
customer321,323.0,5.142956348249515,80.75,346.0,191.0,20.0,1
customer322,2630.0,55.66723771415021,1315.0,313.0,288.0,34.0,1
customer323,1295.05,56.841447717061435,1295.05,24.0,4.0,14.0,1
customer324,1928.8,13.565688577632708,175.34545454545454,365.0,3.0,98.0,1
customer325,9317.33,25.8504431478508,931.733,361.0,64.0,147.0,1
customer326,580.0,8.675434161742963,580.0,257.0,251.0,20.0,1
customer327,1472.8,6.100739851556565,184.1,365.0,115.0,104.0,1
customer328,3540.0,10.09279623140413,885.0,107.0,2.0,73.0,1
customer329,6140.0,14.530308672904033,511.6666666666667,366.0,23.0,176.0,1
customer33,7724.0,17.40936415780265,643.6666666666666,364.0,17.0,216.0,1
customer330,290.0,14.820352800890307,58.0,364.0,109.0,8.0,1
customer331,8849.0,76.93914852503619,4424.5,237.0,203.0,33.0,1
customer332,1363.0,68.84430171617603,272.6,338.0,83.0,12.0,1
customer333,185.0,37.3496987939662,185.0,159.0,158.0,5.0,1
customer334,933.0,6.3078766773059725,933.0,364.0,337.0,54.0,1
customer335,130.0,14.719601443879744,130.0,25.0,3.0,6.0,1
customer336,1073.0,8.016462653152432,153.28571428571428,316.0,59.0,50.0,1
customer337,818.0,16.496954111274448,409.0,121.0,78.0,45.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer339,116869.9,793.5790369521848,9739.158333333333,365.0,2.0,144.0,1
customer34,7984.15,51.27405514278815,725.8318181818181,347.0,8.0,332.0,1
customer340,325.0,10.112997936948632,325.0,360.0,338.0,11.0,1
customer341,2727.0,5.543168445745669,909.0,366.0,301.0,201.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer343,640.0,9.376144618769908,160.0,102.0,8.0,14.0,1
customer344,11700.0,157.9113315129701,1950.0,364.0,45.0,38.0,1
customer345,2080.0,3.5621564989672243,173.33333333333334,366.0,4.0,194.0,1
customer346,330.0,2.5000000000000004,165.0,337.0,335.0,16.0,1
customer347,25435.0,680.0923737010542,5087.0,141.0,8.0,43.0,1
customer348,4140.0,5.068162833789372,460.0,360.0,107.0,85.0,1
customer349,150.0,4.522670168666454,75.0,55.0,8.0,12.0,1
customer35,2752.0,6.393322343719236,458.6666666666667,365.0,206.0,155.0,1
customer350,23500.0,561.8051263561058,4700.0,364.0,142.0,16.0,1
customer351,1446.0,11.656372523566818,289.2,190.0,83.0,50.0,1
customer352,5410.0,140.205290972681,1803.3333333333333,171.0,99.0,39.0,1
customer353,525.0,18.446619684315547,87.5,297.0,111.0,10.0,1
customer354,15424.0,84.7170354612871,5141.333333333333,61.0,8.0,118.0,1
customer355,17830.0,166.85807816875658,2971.6666666666665,355.0,190.0,77.0,1
customer356,220.0,12.110601416389967,73.33333333333333,135.0,21.0,6.0,1
customer357,6895.0,48.957431954103455,1379.0,347.0,204.0,77.0,1
customer358,467.26,15.938590324695015,46.726,357.0,65.0,26.0,1
customer359,2200.0,53.71695553749482,183.33333333333334,362.0,26.0,52.0,1
customer36,5104.3,10.33110883002665,425.35833333333335,365.0,14.0,384.0,1
customer360,7000.0,192.42061142093053,1750.0,234.0,138.0,23.0,1
customer361,1420.0,13.121037160286384,355.0,366.0,269.0,45.0,1
customer362,4692.07,17.037775109860124,782.0116666666667,366.0,208.0,183.0,1
customer363,1195.6,22.638094322100983,1195.6,362.0,348.0,57.0,1
customer364,130.0,4.622081388685877,43.333333333333336,334.0,268.0,11.0,1
customer365,1324.01,21.31718870150265,120.36454545454545,365.0,4.0,34.0,1
customer366,610.0,11.094003924504582,87.14285714285714,323.0,41.0,13.0,1
customer367,4685.0,72.31349626274297,1561.6666666666667,70.0,13.0,37.0,1
customer368,700.0,212.13203435596427,700.0,228.0,220.0,2.0,1
customer369,7460.0,26.106645682628926,1492.0,142.0,2.0,88.0,1
customer37,11240.0,21.049535695412494,936.6666666666666,355.0,2.0,279.0,1
customer370,1133.0,54.615666732464035,188.83333333333334,366.0,3.0,20.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer372,30.0,7.0710678118654755,30.0,353.0,351.0,2.0,1
customer373,109.0,5.380741673076394,54.5,254.0,228.0,7.0,1
customer374,9972.88,48.17257136164981,831.0733333333333,353.0,3.0,154.0,1
customer375,26311.72,563.7491966963302,3758.817142857143,365.0,173.0,33.0,1
customer376,9150.0,55.28794404530481,3050.0,225.0,178.0,75.0,1
customer377,1987.66,24.64905105637533,993.8299999999999,318.0,279.0,55.0,1
customer378,2530.43,14.075253738495455,421.7383333333334,156.0,25.0,88.0,1
customer379,12935.0,77.60510956311465,1437.2222222222222,358.0,7.0,100.0,1
customer38,34083.26,26.961659617547326,2840.271666666667,363.0,3.0,404.0,1
customer380,1457.66,6.339323501905778,242.94333333333336,362.0,194.0,106.0,1
customer381,850.0,12.317450089997392,212.5,130.0,3.0,28.0,1
customer382,807.0,7.66323124551073,161.4,361.0,215.0,52.0,1
customer383,11200.0,59.5652801459882,5600.0,269.0,243.0,60.0,1
customer384,11370.0,388.8571982552473,1895.0,331.0,51.0,28.0,1
customer385,45625.0,222.61671092727454,5703.125,290.0,32.0,159.0,1
customer386,230.0,3.858718165706449,230.0,366.0,346.0,17.0,1
customer387,15569.49,196.0007855670505,1415.408181818182,354.0,17.0,89.0,1
customer388,285.0,3.391164991562635,142.5,58.0,2.0,25.0,1
customer389,6000.0,106.60035817780522,3000.0,38.0,2.0,12.0,1
customer39,5992.3,13.245782089857576,544.7545454545455,362.0,2.0,436.0,1
customer390,1350.0,16.419739435729635,112.5,360.0,4.0,34.0,1
customer391,2876.0,24.06576433683827,410.85714285714283,362.0,13.0,67.0,1
customer392,1119.0,5.938631161079131,139.875,350.0,15.0,55.0,1
customer393,2030.0,58.08771820734523,406.0,245.0,2.0,18.0,1
customer394,8000.0,181.56825980064073,4000.0,304.0,253.0,14.0,1
customer395,2396.0,13.358235249447883,798.6666666666666,366.0,296.0,50.0,1
customer396,2635.0,292.67017841477,2635.0,357.0,345.0,10.0,1
customer397,1197.0,7.485115603819154,299.25,253.0,2.0,44.0,1
customer398,3755.0,81.1707119335937,536.4285714285714,354.0,8.0,32.0,1
customer399,7360.0,25.25703207173085,669.0909090909091,341.0,13.0,87.0,1
customer4,15000.0,37.87840901287611,1875.0,353.0,144.0,200.0,1
customer40,69630.0,195.00971936796017,7736.666666666667,366.0,63.0,448.0,1
customer400,4725.0,56.63349663561726,1181.25,235.0,146.0,51.0,1
customer401,3419.28,7.477894863634402,310.8436363636364,365.0,50.0,129.0,1
customer402,2775.0,25.6251954339014,462.5,241.0,8.0,40.0,1
customer403,1725.0,23.878346647045962,862.5,75.0,49.0,19.0,1
customer404,1992.0,10.696228645875332,332.0,365.0,184.0,62.0,1
customer405,1500.0,111.80339887498948,750.0,97.0,90.0,5.0,1
customer406,40.0,0.001,40.0,7.0,7.0,1.0,0
customer407,1472.0,9.379064284183515,184.0,341.0,101.0,75.0,1
customer408,390.0,20.766559657295186,390.0,120.0,119.0,9.0,1
customer409,995.0,48.21757159507637,497.5,100.0,84.0,20.0,1
customer41,2860.0,5.934311196989591,260.0,323.0,3.0,81.0,1
customer410,2409.2,14.737145533907599,602.3,365.0,274.0,62.0,1
customer411,565.64,12.83821458950402,188.54666666666665,360.0,254.0,26.0,1
customer412,404.89,2.8169348615579044,404.89,365.0,349.0,34.0,1
customer413,270.0,8.366600265340756,135.0,350.0,335.0,6.0,1
customer414,300.0,7.977240352174657,300.0,304.0,297.0,12.0,1
customer415,1980.0,36.75746333890726,1980.0,113.0,107.0,10.0,1
customer416,24800.0,173.9978520708015,4133.333333333333,172.0,2.0,99.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer418,9975.0,154.1693138724483,1995.0,336.0,189.0,29.0,1
customer419,37910.0,571.9405227280731,4738.75,343.0,16.0,65.0,1
customer42,26064.0,67.76068011740136,2172.0,357.0,8.0,312.0,1
customer420,7562.5,121.99268062699383,1260.4166666666667,219.0,87.0,34.0,1
customer421,230.0,12.863754913562,115.0,359.0,331.0,7.0,1
customer422,360.0,13.522468075656265,60.0,357.0,129.0,15.0,1
customer423,2700.0,41.584239945653785,1350.0,50.0,11.0,23.0,1
customer424,793.0,7.827171289144656,158.6,360.0,199.0,56.0,1
customer425,946.34,2.2057307949294866,94.634,365.0,11.0,83.0,1
customer426,2598.54,9.395376768666564,866.18,82.0,2.0,133.0,1
customer427,43929.16,87.63065782792461,3660.763333333334,355.0,4.0,365.0,1
customer428,155.0,13.149778198382917,155.0,236.0,219.0,4.0,1
customer429,477.0,13.785085107773961,119.25,346.0,4.0,15.0,1
customer43,6400.0,33.448657022989785,2133.3333333333335,229.0,178.0,57.0,1
customer430,285.0,16.250874102364744,71.25,359.0,263.0,11.0,1
customer431,5477.0,72.562239086361,1095.4,297.0,177.0,44.0,1
customer432,2590.0,71.41083523641606,518.0,142.0,20.0,29.0,1
customer433,2495.0,3.9646378458433063,207.91666666666666,366.0,28.0,104.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer436,671.0,4.637756802497511,111.83333333333333,364.0,86.0,47.0,1
customer437,5450.0,43.21560982800456,1816.6666666666667,330.0,61.0,23.0,1
customer438,5404.0,3.583939346682388,540.4,365.0,72.0,242.0,1
customer439,2900.0,118.26634392157037,1450.0,125.0,101.0,18.0,1
customer44,16542.5,7.848778463922664,1378.5416666666667,366.0,2.0,672.0,1
customer440,20925.32,55.251505006899706,6975.106666666667,334.0,245.0,229.0,1
customer441,99.0,5.9281411203561225,33.0,328.0,242.0,7.0,1
customer442,50.0,0.001,50.0,220.0,220.0,1.0,0
customer443,206.5,5.5730918152271975,103.25,52.0,6.0,15.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer445,1854.35,43.01526579480649,618.1166666666667,310.0,247.0,31.0,1
customer446,900.0,17.07825127659933,450.0,244.0,207.0,16.0,1
customer447,2663.84,6.2910682335821235,443.97333333333336,191.0,38.0,165.0,1
customer448,535.0,15.203300657330727,178.33333333333334,85.0,5.0,19.0,1
customer449,345.85,14.726982879234791,172.925,358.0,277.0,14.0,1
customer45,2005.0,13.034883662326854,250.625,297.0,39.0,60.0,1
